journal_name,pub_name,journal_id,price,price_date_stamp,category
GEOSCIENTIFIC MODEL DEVELOPMENT,Copernicus Group,1991-9603,0,2012-01-01,NA
GINEKOLOGIA POLSKA,Self Owned - Non-Profit Society,0017-0011,0,2012-01-01,MEDICINE
Globalization and Health,London School of Economics,1744-8603,1625,2012-01-01,MEDICINE
Gold Bulletin,Springer,2190-7579,0,2012-01-01,NA
Gut Pathogens,Biomed Central,1757-4749,1860,2012-01-01,MOLECULAR AND CELL BIOLOGY
Haematologica/The Hematology Journal,European Hematology Association,1592-8721,0,2012-01-01,NA
HARM REDUCTION JOURNAL,Biomed Central,1477-7517,1625,2012-01-01,PSYCHIATRY
HARVARD JOURNAL ON LEGISLATION,HARVARD LAW SCHOOL,0017-808X,0,2012-01-01,LAW
HASTINGS LAW JOURNAL,UNIV CALIF,0017-8322,0,2012-01-01,LAW
Head & Face Medicine,BioMed Central Ltd,1746-160X,1900,2012-01-01,DENTISTRY
Head & Neck Oncology,BioMed Central Ltd,1758-3284,1625,2012-01-01,NA
Health and Quality of Life Outcomes,Biomed Central,1477-7525,1900,2012-01-01,MEDICINE
Health Economics Review,Springer,2191-1991,1070,2012-01-01,NA
Health Research Policy and Systems,BioMed Central Ltd,1478-4505,1625,2012-01-01,MEDICINE
Hepatitis Monthly,Tehran Iran Hepatitis Group,1735-3408,0,2012-01-01,NA
Hereditary Cancer in Clinical Practice,Biomed Central,1897-4287,1625,2012-01-01,NA
HEREDITAS,Wiley Blackwell,1601-5223,0,2012-01-01,NA
Herpesviridae,BioMed Central Ltd,2042-4280,1625,2012-01-01,NA
HERPETOLOGICAL CONSERVATION AND BIOLOGY,Self Owned - Non-Profit Society,1931-7603,0,2012-01-01,ECOLOGY AND EVOLUTION
Himalayan Geology,Wadia Institute of Himalayan Geology,0971-8966,0,2012-01-01,NA
Hiroshima Mathematical Journal,Self Owned - Non-Profit Society,0018-2079,0,2012-01-01,MATHEMATICS
Horticultura Brasileira,Self Owned - Non-Profit Society,1806-9991,0,2012-01-01,NA
Human Genomics and Proteomics,Sage,1757-4242,1500,2012-01-01,NA
HUMAN RESOURCES FOR HEALTH,Biomed Central,1478-4491,1625,2012-01-01,MEDICINE
Human-centric Computing and Information Sciences,Springer,2192-1962,0,2012-01-01,NA
HYDROLOGY AND EARTH SYSTEM SCIENCES,EUROPEAN  GEOSCIENCES UNION,1607-7938,0,2012-01-01,NA
HYSTRIX-Italian Journal of Mammalogy,Self Owned - Non-Profit Society,1825-5272,0,2012-01-01,NA
IEICE Electronics Express,IEICE,1349-2543,270,2012-01-01,CIRCUITS
IETE Journal of Research,Medknow,0377-2063,0,2012-01-01,NA
IETE TECHNICAL REVIEW,INST ELECTRONICS TELECOMMUNICATION ENGINEERS,0974-5971,0,2012-01-01,NA
IHERINGIA SERIE ZOOLOGIA,Self Owned - Non-Profit Society,1678-4766,0,2012-01-01,NA
Immunity & Ageing,BioMed Central Ltd,1742-4933,1625,2012-01-01,MOLECULAR AND CELL BIOLOGY
Immunome Research,BioMed Central Ltd,1745-7580,1625,2012-01-01,NA
Implementation Science,Biomed Central,1748-5908,1970,2012-01-01,MEDICINE
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,NATL INST SCIENCE COMMUNICATION,0975-0959,0,2012-01-01,NA
INDIAN JOURNAL OF BIOTECHNOLOGY,National Institute of Science Communication and Information Resources,0972-5849,0,2012-01-01,PLANT BIOLOGY
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,NATL INST SCIENCE COMMUNICATION,0975-0991,0,2012-01-01,NA
INDIAN JOURNAL OF CHEMISTRY SECTION A-INORGANIC BIO-INORGANIC PHYSICAL THEORETIC,NATL INST SCIENCE COMMUNICATION,0376-4710,0,2012-01-01,PHYSICS AND CHEMISTRY
INDIAN JOURNAL OF CHEMISTRY SECTION B-ORGANIC CHEMISTRY INCLUDING MEDICINAL CHEM,NATL INST SCIENCE COMMUNICATION,0975-0983,0,2012-01-01,NA
Indian Journal of Dermatology Venereology & Leprology,Self Owned - Non-Profit Society,0378-6323,0,2012-01-01,DERMATOLOGY
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,NATL INST SCIENCE COMMUNICATION,0975-1017,0,2012-01-01,NA
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,NATL INST SCIENCE COMMUNICATION,0975-1009,0,2012-01-01,NA
INDIAN JOURNAL OF MARINE SCIENCES,NATL INST SCIENCE COMMUNICATION,0975-1033,0,2012-01-01,NA
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,Medknow Publications,0255-0857,0,2012-01-01,INFECTIOUS DISEASES
INDIAN JOURNAL OF MEDICAL RESEARCH,INDIAN COUNCIL MEDICAL RES,0971-5916,0,2012-01-01,MEDICINE
INDIAN JOURNAL OF ORTHOPAEDICS,Medknow Publications,0019-5413,0,2012-01-01,ORTHOPEDICS
INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,Medknow Publications,0377-4929,0,2012-01-01,ONCOLOGY
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,Medknow Publications,0250-474X,0,2012-01-01,PHARMACOLOGY
INDIAN JOURNAL OF PHARMACOLOGY,Medknow,0253-7613,0,2012-01-01,NA
INDIAN JOURNAL OF PURE & APPLIED PHYSICS,NATL INST SCIENCE COMMUNICATION,0975-1041,0,2012-01-01,NA
INDIAN PEDIATRICS,SPRINGER,0974-7559,0,2012-01-01,NA
INDUSTRIAL HEALTH,NATL INST OCCUPATIONAL SAFETY & HEALTH JAPAN,1880-8026,0,2012-01-01,NA
Infectious Agents and Cancer,BioMed Central Ltd,1750-9378,1625,2012-01-01,ONCOLOGY
Information Research,Lund University Libraries,1368-1613,0,2012-01-01,INFORMATION SCIENCE
Insights into Imaging,Springer,1869-4101,0,2012-01-01,NA
INTERNAL MEDICINE,JAPAN SOC INTERNAL MEDICINE,1349-7235,0,2012-01-01,NA
International Agrophysics,Polish Academy of Sciences,0236-8722,0,2012-01-01,PLANT BIOLOGY
International Archives of Medicine,BioMed Central Ltd,1755-7682,1625,2012-01-01,NA
INTERNATIONAL BRAZ J UROL,SciELO,1677-6119,0,2012-01-01,NA
International Breastfeeding Journal,BioMed Central Ltd,1746-4358,1625,2012-01-01,NA
INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,Biomed Central,1475-9276,1700,2012-01-01,MEDICINE
International Journal of Antennas and Propagation,Hindawi,1687-5877,800,2012-01-01,NA
International Journal of Behavioral Nutrition and Physical Activity,Biomed Central,1479-5868,1625,2012-01-01,MEDICINE
International Journal of Biological Sciences,Self Owned - Non-Profit Society,1449-2288,1350,2012-01-01,MOLECULAR AND CELL BIOLOGY
International Journal of Circumpolar Health,Self Owned - Non-Profit Society,1239-9736,0,2012-01-01,MEDICINE
International Journal of Clinical and Health Psychology,Self Owned - Non-Profit Society,2174-0852,0,2012-01-01,NA
International Journal of Computers Communications & Control,Agora University Editing House,1841-9844,0,2012-01-01,NA
INTERNATIONAL JOURNAL OF CONFLICT AND VIOLENCE,Self Owned - Non-Profit Society,1864-1385,0,2012-01-01,PSYCHOLOGY
International Journal of Disaster Risk Science,Springer,2192-6395,0,2012-01-01,NA
International Journal of Distributed Sensor Networks,Hindawi,1550-1477,1000,2012-01-01,NA
International Journal of Electrochemical Science,ELECTROCHEMICAL SOC INC,1452-3981,652,2012-01-01,PHYSICS AND CHEMISTRY
International Journal of Emergency Medicine,Springer,1865-1380,1340,2012-01-01,NA
International Journal of Endocrinology,Hindawi,1687-8345,1200,2012-01-01,NA
International Journal of Environmental Research and Public Health,MDPI,1660-4601,1066,2012-01-01,NA
International Journal of Environmental Science and Technology,Springer,1735-2630,0,2012-01-01,NA
International Journal of Health Geographics,Biomed Central,1476-072X,1625,2012-01-01,MEDICINE
International Journal of Mental Health Systems,BioMed Central Ltd,1752-4458,1625,2012-01-01,PSYCHIATRY
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,MOLECULAR DIVERSITY PRESERVATION INTERNATIONAL,1422-0067,1493,2012-01-01,MOLECULAR AND CELL BIOLOGY
International Journal of Nanomedicine,Dove Press,1178-2013,2200,2012-01-01,NA
International Journal of Pediatric Endocrinology,BioMed Central Ltd,1687-9856,1625,2012-01-01,NA
International Journal of Photoenergy,Hindawi,1687-529X,800,2012-01-01,NA
International Journal of the Physical Sciences,ACADEMIC JOURNALS,1992-1950,550,2012-01-01,NA
INTERNATIONAL JOURNAL OF SPELEOLOGY,Self Owned - Non-Profit Society,1827-806X,0,2012-01-01,NA
INTERNATIONAL MICROBIOLOGY,SPANISH SOCIETY MICROBIOLOGY,1618-1905,885,2012-01-01,NA
International Perspectives on Sexual and Reproductive Health,ALAN GUTTMACHER INST,1931-2393,0,2012-01-01,NA
International Seminars in Surgical Oncology,BioMed Central Ltd,1477-7800,1625,2012-01-01,NA
Investigative Genetics,BioMed Central Ltd,2041-2223,1970,2012-01-01,NA
Iranian Journal of Pharmaceutical Research,Self Owned - Non-Profit Society,1735-0328,0,2012-01-01,FOOD SCIENCE
Iranian Journal of Public Health,Iranian Public Health Association,2251-6093,0,2012-01-01,NA
Iranian Journal of Reproductive Medicine,Self Owned - Non-Profit Society,1680-6433,0,2012-01-01,NA
Iranian Polymer Journal,Iran Polymer and Petrochemical Institute,1735-6265,0,2012-01-01,NA
Iranian Red Crescent Medical Journal,Self Owned - Non-Profit Society,2074-1812,0,2012-01-01,NA
Irish Veterinary Journal,BioMed Central Ltd,2046-0481,1625,2012-01-01,NA
Israel Medical Association Journal,Israel Medical Association,1565-1088,0,2012-01-01,MEDICINE
Italian Journal of Pediatrics,BioMed Central Ltd,1824-7288,565,2012-01-01,NA
JAPANESE JOURNAL OF INFECTIOUS DISEASES,NATL INST INFECTIOUS DISEASES,1884-2836,0,2012-01-01,NA
JOURNAL OF TOXICOLOGIC PATHOLOGY,J-Stage,1881-915X,0,2012-01-01,NA
Jornal de Pediatria,Self Owned - Non-Profit Society,1678-4782,0,2012-01-01,NA
JOURNAL OF AGRICULTURE AND RURAL DEVELOPMENT IN THE TROPICS AND SUBTROPICS,KASSEL UNIV PRESS GMBH,1612-9830,0,2012-01-01,NA
Journal of Analytical Methods in Chemistry,Hindawi,2090-8873,1200,2012-01-01,NA
JOURNAL OF APPLIED BIOMEDICINE,VERSITA,1214-0287,0,2012-01-01,NA
Journal of Applied Clinical Medical Physics,Self Owned - Non-Profit Society,1526-9914,0,2012-01-01,RADIOLOGY
Journal of Applied Genetics,Springer,2190-3883,0,2012-01-01,NA
Journal of Applied Mathematics,Hindawi,1687-0042,800,2012-01-01,NA
Journal of Applied Oral Science,Self Owned - Non-Profit Society,1678-7765,0,2012-01-01,NA
Journal of Applied Volcanology,Springer,2191-5040,1340,2012-01-01,NA
Journal of Artificial Societies and Social Simulation,Simsoc Consortium,1460-7425,0,2012-01-01,NA
Journal of Asian Architecture and Building Engineering,J-Stage,1347-2852,0,2012-01-01,NA
JOURNAL OF ASTROPHYSICS AND ASTRONOMY,SPRINGER,0973-7758,0,2012-01-01,NA
Journal of Atherosclerosis and Thrombosis,Japan Artherosclerosis Society,1880-3873,385,2012-01-01,NA
JOURNAL OF ATHLETIC TRAINING,Self Owned - Non-Profit Society,1062-6050,0,2012-01-01,SPORTS MEDICINE
Journal of Autoimmune Diseases,BioMed Central Ltd,1740-2557,1625,2012-01-01,NA
Journal of Biological Engineering,BioMed Central Ltd,1754-1611,1625,2012-01-01,NA
Journal of Biological Research-Thessaloniki,Self Owned - Non-Profit Society,1790-045X,0,2012-01-01,ECOLOGY AND EVOLUTION
Journal of Biology,BioMed Central Ltd,1475-4924,1625,2012-01-01,NA
Journal of Biomedical Discovery and Collaboration,BioMed Central Ltd,1747-5333,1625,2012-01-01,NA
JOURNAL OF BIOMEDICAL SCIENCE,KARGER,1423-0127,0,2012-01-01,NA
Journal of Biomedical Semantics,BioMed Central Ltd,2041-1480,1625,2012-01-01,NA
Biomed Research International,Hindawi,1110-7251,1500,2012-01-01,NA
JOURNAL OF BIOSCIENCES,SPRINGER,0973-7138,0,2012-01-01,NA
Journal of Brachial Plexus and Peripheral Nerve Injury,BioMed Central Ltd,1749-7221,1625,2012-01-01,NA
JOURNAL OF CANCER RESEARCH AND THERAPEUTICS,Medknow Publications,0973-1482,0,2012-01-01,ONCOLOGY
Journal of Carcinogenesis,BioMed Central Ltd,1477-3163,1625,2012-01-01,NA
Journal of Cardiothoracic Surgery,Biomed Central,1749-8090,1720,2012-01-01,MEDICINE
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,Biomed Central,1532-429X,1355,2012-01-01,NA
JOURNAL OF CHEMICAL SCIENCES,SPRINGER,0253-4134,0,2012-01-01,PHYSICS AND CHEMISTRY
Journal of Cheminformatics,Springer,1758-2946,810,2012-01-01,MOLECULAR AND CELL BIOLOGY
Journal of Circadian Rhythms,BioMed Central Ltd,1740-3391,1625,2012-01-01,NA
JOURNAL OF CLINICAL BIOCHEMISTRY AND NUTRITION,INST APPLIED BIOCHEMISTRY,1880-5086,0,2012-01-01,NA
Journal of Clinical Bioinformatics,BioMed Central Ltd,2043-9113,1900,2012-01-01,NA
Journal of Clinical Investigation,American Society for Clinical Investigation,1558-8238,0,2012-01-01,NA
Journal of Cloud Computing,Springer,2192-113X,805,2012-01-01,NA
JOURNAL OF CYTOLOGY,Medknow Publications,0970-9371,0,2012-01-01,ONCOLOGY
Journal of Dental Biomechanics,Sage,1758-7360,1500,2012-01-01,NA
Journal of Drugs in Dermatology,Journal of Drugs in Dermatology,1365-4632,0,2012-01-01,NA
Journal of Earth System Science,SPRINGER,0253-2143,0,2012-01-01,NA
Journal of Engineered Fibers and Fabrics,Self Owned - Non-Profit Society,1558-9250,0,2012-01-01,PHYSICS AND CHEMISTRY
Journal of Engineering Technology,American Society for Engineering Education,0747-9964,0,2012-01-01,PHYSICS AND CHEMISTRY
JOURNAL OF EPIDEMIOLOGY,J-Stage,1349-9092,0,2012-01-01,NA
Journal of Ethnobiology and Ethnomedicine,BioMed Central Ltd,1746-4269,1625,2012-01-01,FOOD SCIENCE
Journal of Experimental & Clinical Assisted Reproduction,BioMed Central Ltd,1743-1050,1625,2012-01-01,NA
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,Biomed Central,1756-9966,1720,2012-01-01,ONCOLOGY
Journal of Foot and Ankle Research,Biomed Central,1757-1146,1625,2012-01-01,SPORTS MEDICINE
JOURNAL OF GENETICS,SPRINGER,0022-1333,0,2012-01-01,MOLECULAR AND CELL BIOLOGY
JOURNAL OF GEOSCIENCES,Self Owned - Non-Profit Society,1802-6222,0,2012-01-01,NA
Journal of Hard Tissue Biology,J-Stage,1880-828X,0,2012-01-01,NA
The Journal of Headache and Pain,Springer,1129-2377,0,2012-01-01,NA
JOURNAL OF HEALTH POPULATION AND NUTRITION,I C D D R B-CENTRE HEALTH POPULATION RESEARCH,2072-1315,0,2012-01-01,NA
Journal of Hematology & Oncology,Biomed Central,1756-8722,1820,2012-01-01,MOLECULAR AND CELL BIOLOGY
Journal of Hydrology and Hydromechanics,Self Owned - Non-Profit Society,1946-0163,0,2012-01-01,NA
JOURNAL OF HYMENOPTERA RESEARCH,International Society of Hymenopterists,1314-2607,0,2012-01-01,NA
IBERICA,Self Owned - Non-Profit Society,1886-7995,0,2012-01-01,NA
Journal of Immune Based Therapies and Vaccines,BioMed Central Ltd,1476-8518,1625,2012-01-01,NA
Journal of Inequalities and Applications,Springer,1029-242X,805,2012-01-01,NA
JOURNAL OF INFLAMMATION-LONDON,Biomed Central,1476-9255,1625,2012-01-01,MOLECULAR AND CELL BIOLOGY
Journal of Innovation and Entrepreneurship,Springer,2192-5372,1070,2012-01-01,NA
JOURNAL OF INORGANIC MATERIALS,SCIENCE CHINA PRESS,1000-324X,0,2012-01-01,PHYSICS AND CHEMISTRY
JOURNAL OF INSECT SCIENCE,UNIV ARIZONA,1536-2442,0,2012-01-01,ECOLOGY AND EVOLUTION
JOURNAL OF INVASIVE CARDIOLOGY,Self Owned - Unknown Profit Status,1557-2501,0,2012-01-01,NA
JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,ESMON PUBLICIDAD S.A,1698-0808,0,2012-01-01,NA
JOURNAL OF KOREAN MEDICAL SCIENCE,KOREAN ACAD MEDICAL SCIENCES,1598-6357,0,2012-01-01,NA
Journal of Laser Micro Nanoengineering,Self Owned - Non-Profit Society,1880-0688,0,2012-01-01,PHYSICS AND CHEMISTRY
Journal of Legal Analysis,Oxford,1946-5319,0,2012-01-01,NA
JOURNAL OF MACHINE LEARNING RESEARCH,MICROTOME PUBLISHING,1533-7928,0,2012-01-01,NA
Journal of Maps,Journal of Maps,1744-5647,155,2012-01-01,NA
The Journal of Mathematical Neuroscience,Springer,2190-8567,1340,2012-01-01,NA
Journal of Mathematics in Industry,Springer,2190-5983,1340,2012-01-01,NA
Journal of Medical Case Reports,BioMed Central Ltd,1752-1947,865,2012-01-01,NA
JOURNAL OF MEDICAL INTERNET RESEARCH,JOURNAL OF MEDICAL INTERNET RESEARCH,1438-8871,1990,2012-01-01,MEDICINE
Journal of Medicinal Plants Research,ACADEMIC JOURNALS,1996-0875,600,2012-01-01,NA
Journal of Microbiology & Biology Education,American Society for Microbiology,1935-7885,0,2012-01-01,NA
JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,SCIENTIFIC COMMUNICATIONS INTERNATIONAL LTD.,1684-1182,0,2012-01-01,INFECTIOUS DISEASES
Journal of Mineralogical and Petrological Sciences,JAPANESE ASSOC MINERALOGISTS PETROLOGISTS & ECONOMIC GEOLO,1349-3825,0,2012-01-01,NA
Journal of Mining and Metallurgy Section B-Metallurgy,Self Owned - Non-Profit Society,2217-7175,0,2012-01-01,NA
Journal of Molecular Signaling,BioMed Central Ltd,1750-2187,1625,2012-01-01,NA
Journal of Nanobiotechnology,BioMed Central Ltd,1477-3155,1900,2012-01-01,PHYSICS AND CHEMISTRY
Journal of Nanomaterials,Hindawi,1687-4129,1200,2012-01-01,NA
Journal of Negative Results in BioMedicine,BioMed Central Ltd,1477-5751,1625,2012-01-01,NA
Journal of NeuroEngineering and Rehabilitation,Biomed Central,1743-0003,1625,2012-01-01,SPORTS MEDICINE
Journal of Neuroinflammation,Biomed Central,1742-2094,1625,2012-01-01,NEUROSCIENCE
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,Atomic Energy Society of Japan,1881-1248,0,2012-01-01,NA
JOURNAL OF OCCUPATIONAL HEALTH,JAPAN SOC OCCUPATIONAL HEALTH,1348-9585,0,2012-01-01,NA
Journal of Occupational Medicine and Toxicology,BioMed Central Ltd,1745-6673,1740,2012-01-01,ENVIRONMENTAL HEALTH
Journal of Oleo Science,J-Stage,1347-3352,0,2012-01-01,NA
Journal of Ophthalmic Inflammation and Infection,Springer,1869-5760,0,2012-01-01,NA
Journal of Orthopaedic Surgery and Research,BioMed Central Ltd,1749-799X,0,2012-01-01,ORTHOPEDICS
Journal of Orthopaedics and Traumatology,Springer,1590-9999,0,2012-01-01,NA
Journal of Ovarian Research,Biomed Central,1757-2215,1625,2012-01-01,MOLECULAR AND CELL BIOLOGY
JOURNAL OF PESTICIDE SCIENCE,Self Owned - Non-Profit Society,1349-0923,130,2012-01-01,NA
Journal of Petroleum Exploration and Production Technologies,Springer,2190-0566,0,2012-01-01,NA
JOURNAL OF PHARMACOLOGICAL SCIENCES,JAPANESE PHARMACOLOGICAL SOC,1347-8648,0,2012-01-01,NA
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY ,J-Stage,1349-6336,0,2012-01-01,NA
Journal of Physical Therapy Science,Self Owned - Non-Profit Society,0915-5287,0,2012-01-01,SPORTS MEDICINE
JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,POLISH PHYSIOLOGICAL SOC,1899-1505,64,2012-01-01,NA
Journal of Postgraduate Medicine,Self Owned - Non-Profit Society,0022-3859,0,2012-01-01,MEDICINE
JOURNAL OF PSYCHIATRY & NEUROSCIENCE,CMA MEDIA INC,1488-2434,0,2012-01-01,NA
JOURNAL OF RADIATION RESEARCH,JAPAN RADIATION RESEARCH SOC,1349-9157,0,2012-01-01,NA
Journal of Real Estate Research,Self Owned - Non-Profit Society,0896-5803,135,2012-01-01,NA
JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,Self Owned - Non-Profit Society,0748-7711,0,2012-01-01,SPORTS MEDICINE
Journal of Remanufacturing,Springer,2210-4690,1070,2012-01-01,NA
JOURNAL OF REPRODUCTION AND DEVELOPMENT,JAPANESE SOC ANIMAL REPRODUCTION,1348-4400,0,2012-01-01,NA
JOURNAL OF RESEARCH AND PRACTICE IN INFORMATION TECHNOLOGY,Self Owned - Non-Profit Society,1443-458X,0,2012-01-01,NA
JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY,US GOVERNMENT PRINTING OFFICE,1044-677X,0,2012-01-01,NA
JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH,NATL INST SCIENCE COMMUNICATION,2223-2559,0,2012-01-01,NA
Journal of Soil and Water Conservation,Soil and Water Conservation Society,1941-3300,0,2012-01-01,NA
Journal of Sports Science and Medicine,IOS PRESS,1303-2968,600,2012-01-01,SPORTS MEDICINE
Journal of Statistical Software,American Statistical Association,1548-7660,0,2012-01-01,NA
Journal of Systematics and Evolution,Botanical Society of China,1759-6831,0,2012-01-01,NA
Journal of Systems Chemistry,Chemistry Central Ltd,1759-2208,0,2012-01-01,NA
Journal of the American Board of Family Medicine,AMER BOARD FAMILY MEDICINE,1558-7118,0,2012-01-01,NA
Journal of the Association for Information Systems,Association for Information Systems,1536-9323,0,2012-01-01,MARKETING
JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY,SOC BRASILEIRA QUIMICA,1678-4790,0,2012-01-01,NA
Journal of the Brazilian Society of Mechanical Sciences and Engineering,Springer,1806-3691,0,2012-01-01,NA
JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,Self Owned - Non-Profit Society,1488-2159,0,2012-01-01,DENTISTRY
JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,Ceramic Society of Japan,1882-1022,0,2012-01-01,NA
JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,SOCIEDAD CHILENA DE QUIMICA,0717-9707,0,2012-01-01,NA
Journal of the European Optical Society-Rapid Publications,Springer,1990-2573,520,2012-01-01,PHYSICS AND CHEMISTRY
JOURNAL OF THE FOOD HYGIENIC SOCIETY OF JAPAN,Japanese Society for Food Hygiene and Safety,1882-1006,0,2012-01-01,NA
Journal of the International AIDS Society,BioMed Central Ltd,1758-2652,1960,2012-01-01,INFECTIOUS DISEASES
JOURNAL OF THE INTERNATIONAL SOCIETY OF SPORTS NUTRITION,Biomed Central,1550-2783,1625,2012-01-01,SPORTS MEDICINE
Journal of the Iranian Chemical Society,Springer,1735-2428,0,2012-01-01,NA
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,JAPAN PETROLEUM INST,1349-273X,0,2012-01-01,NA
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,MEDICAL LIBRARY ASSOC,1558-9439,0,2012-01-01,NA
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,METEOROLOGICAL SOC JPN,0026-1165,0,2012-01-01,NA
Journal of the Operations Research Society of Japan,Operations Research Society of Japan,1476-9360,0,2012-01-01,NA
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,SERBIAN CHEMICAL SOC,1820-7421,0,2012-01-01,NA
Journal of the South African Institution of Civil Engineering,Self Owned - Non-Profit Society,1021-2019,0,2012-01-01,STRUCTURAL ENGINEERING
Journal of Tissue Engineering,Sage,2041-7314,1500,2012-01-01,NA
JOURNAL OF TOXICOLOGICAL SCIENCES,J-Stage,1880-3989,0,2012-01-01,NA
Journal of Translational Medicine,Biomed Central,1479-5876,1900,2012-01-01,MOLECULAR AND CELL BIOLOGY
Journal of Trauma Management & Outcomes,BioMed Central Ltd,1752-2897,1625,2012-01-01,NA
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,Self Owned - Non-Profit Society,1678-9199,0,2012-01-01,INFECTIOUS DISEASES
JOURNAL OF VETERINARY MEDICAL SCIENCE,JAPAN SOC VET SCI,1347-7439,0,2012-01-01,NA
Journal of Veterinary Science,Self Owned - Non-Profit Society,1229-845X,0,2012-01-01,VETERINARY
JOURNAL OF VISION,ASSOC RESEARCH VISION OPHTHALMOLOGY INC,1534-7362,0,2012-01-01,PSYCHOLOGY
Judgment and Decision Making,Self Owned - Non-Profit Society,1930-2975,0,2012-01-01,PSYCHOLOGY
Kinetoplastid Biology and Disease,BioMed Central Ltd,1475-9292,1625,2012-01-01,NA
Knowledge and Management of Aquatic Ecosystems,EDP Sciences,1961-9502,0,2012-01-01,ECOLOGY AND EVOLUTION
Korean Journal of Orthodontics,Korean Association of Orthodontists,2005-372X,0,2012-01-01,NA
KOREAN JOURNAL OF PARASITOLOGY,Self Owned - Non-Profit Society,1738-0006,0,2012-01-01,NA
KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,Self Owned - Unknown Profit Status,2093-3827,348,2012-01-01,NA
KOREAN JOURNAL OF RADIOLOGY,KOREAN RADIOLOGICAL SOC,2005-8330,0,2012-01-01,NA
KYBERNETIKA,Self Owned - Non-Profit Society,0023-5954,0,2012-01-01,ROBOTICS
Kyushu Journal of Mathematics,J-Stage,1883-2032,0,2012-01-01,NA
LANGUAGE LEARNING & TECHNOLOGY,UNIV HAWAII NATL FOREIGN LANGUAGE RESOURCE CENTER,1094-3501,0,2012-01-01,LINGUISTICS
LATIN AMERICAN APPLIED RESEARCH,Self Owned - Mid Sized - Unknown Profit Status,1851-8796,0,2012-01-01,NA
