Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Advanced Engineering Materials,1438-1656,1527-2648,106776,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Advanced Functional Materials,1616-301X,1616-3028,115210,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Advanced Materials and Processes,0882-7958,,112068,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Advances in Applied Ceramics,1743-6753,1743-6761,113193,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,"American Society of Mechanical Engineers, Materials Division (Publication) MD",1071-6939,,100275,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Annales de Chimie: Science des Matériaux,0151-9107,,110589,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Annual Review of Materials Science,0084-6600,,114909,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Applied Composite Materials,0929-189X,1573-4897,103055,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Boletin de la Sociedad Espanola de Ceramica y Vidrio,0366-3175,,114986,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,British Ceramic Transactions,0967-9782,1743-2766,104129,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Bulletin of Materials Science,0250-4707,0973-7669,101176,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Bulletin of the American Ceramic Society,0002-7812,,132411,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Cailiao Gongcheng/Journal of Materials Engineering,1001-4381,,113121,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Cailiao Kexue yu Gongyi/Material Science and Technology,1005-0299,,118636,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Cailiao Rechuli Xuebao/Transactions of Materials and Heat Treatment,1009-6264,,103337,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Cailiao Yanjiu Xuebao/Chinese Journal of Materials Research,1005-3093,,111125,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Calphad,0364-5916,,115159,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Canadian Ceramics,1486-0945,,104724,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Ceramica,0366-6913,,110303,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Ceramics - Silikaty,0862-5468,,114262,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Ceramics International,0272-8842,,112932,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Ceramurgia,0045-6152,,130252,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,"CFI, Ceramic Forum International/Berichte der DKG (Deutsche Keramische Gesellschaft)",0173-9913,,111579,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Chemistry of Materials,0897-4756,1520-5002,111505,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,China Welding (English Edition),1004-5341,,106788,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Composite Structures,0263-8223,,114098,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Composites Part A: Applied Science and Manufacturing,1359-835X,,115515,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Composites Part B: Engineering,1359-8368,,104253,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Composites Science and Technology,0266-3538,,118344,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Computational Materials Science,0927-0256,,119829,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Corrosion Prevention and Control,0010-9371,,118499,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Current Opinion in Solid State & Materials Science,1359-0286,,112412,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Defect and Diffusion Forum,1012-0386,,106596,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,European Journal of Wood and Wood Products,0018-3768,1436-736X,131777,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Fenmo Yejin Jishu/Powder Metallurgy Technology,1001-3784,,114018,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Foundry Trade Journal,0015-9042,,126756,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Frontiers of Materials Science in China,1673-7377,1673-7482,122726,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Fuhe Cailiao Xuebao/Acta Materiae Compositae Sinica,1000-3851,,130370,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Functional Materials Letters,1793-6047,1793-7213,141096,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Funtai Oyobi Fummatsu Yakin/Journal of the Japan Society of Powder and Powder Metallurgy,0532-8799,,118842,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Glass and Ceramics,0361-7610,1573-8515,114980,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Gongneng Cailiao/Journal of Functional Materials,1001-9731,,129614,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Guti Huojian Jishu/Journal of Solid Rocket Technology,1006-2793,,122049,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Hanjie Xuebao/Transactions of the China Welding Institution,0253-360X,,118895,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Heat Treating Progress,1536-2558,,106240,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Heat Treatment of Metals,0305-4829,,113797,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,High Temperature Material Processes: An International Journal,1093-3611,1940-4360,114038,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,HTM - Haerterei-Technische Mitteilungen,0341-101X,,130060,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Indian Journal of Engineering and Materials Sciences,0971-4588,,113611,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Industrial Ceramics,1121-7588,,114770,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Industrial Heating,0019-8374,,121268,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,InterCeram: International Ceramic Review,0020-5214,,114301,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Interface Science,0927-7056,,107518,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Intermetallics,0966-9795,,109874,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal for the Joining of Materials,0905-6866,,109032,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Applied Ceramic Technology,1546-542X,1744-7402,105399,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Cast Metal Research,1364-0461,1743-1336,115272,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Inorganic Materials,1466-6049,,109752,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Materials and Product Technology,0268-1900,1741-5209,100199,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Materials Research,1862-5282,,103293,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Mechanical and Materials Engineering,1823-0334,,113700,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Journal of Non-Equiulibrium Processing,1368-9290,,102196,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,"International Journal of Powder Metallurgy (Princeton, New Jersey)",0888-7462,,115299,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International journal of refractory metals & hard materials,0958-0611,,101050,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,International Materials Reviews,0950-6608,1743-2804,119400,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Ishikawajima-Harima Giho/IHI Engineering Review,0578-7904,,127943,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,JEC Composites Magazine,0754-0876,,100763,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Jinshu Rechuli/Heat Treatment of Metals,0254-6051,,114861,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,JOM,1047-4838,1543-1851,108514,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Advanced Materials,1070-9789,,109821,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Alloys and Compounds,0925-8388,,101647,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Central South University of Technology,1005-9784,1993-0666,112893,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Ceramic Processing Research,1229-9162,,103894,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Composite Materials,0021-9983,1530-793X,104164,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Composites Technology and Research,0884-6804,,105111,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Computer-Aided Materials Design,0928-1045,,115164,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Electroceramics,1385-3449,1573-8663,113803,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Engineering and Applied Science,1110-1903,1816-949X,126605,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Engineering Materials and Technology,0094-4289,1528-8889,110107,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Failure Analysis and Prevention,1547-7029,1864-1245,123516,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Harbin Institute of Technology (New Series),1005-9113,,122651,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Intelligent Materials Systems and Structures,1045-389X,1530-8138,110831,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Light Metals,1471-5317,,116297,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Engineering and Performance,1059-9495,1544-1024,107105,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Processing Technology,0924-0136,,102159,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Processings and Manufacturing Science,1062-0656,,115519,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of materials research,0884-2914,,106855,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Science,0022-2461,1573-4803,110477,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Science & Technology,1005-0302,,117933,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of materials science letters,0261-8028,,106141,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Materials Synthesis and Processing,1064-7562,,106589,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Phase Equilibria,1054-9714,,120086,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Phase Equilibria and Diffusion,1547-7037,1863-7345,117190,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Rare Earths,1002-0721,,119975,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Reinforced Plastics and Composites,0731-6844,1530-7964,106357,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Sandwich Structures and Materials,1099-6362,1530-7972,114169,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Sol-Gel Science and Technology,0928-0707,1573-4846,119711,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the American Ceramic Society,0002-7820,1551-2916,105800,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the American Leather Chemists Association,0002-9726,,109547,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the Australasian Ceramic Society,1018-6689,,104262,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the European Ceramic Society,0955-2219,,111833,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,"Journal of the Institution of Engineers (India), Part MM: Metallurgy and Material Science Division",0257-4411,,111245,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the Korean Ceramic Society,1229-7801,,127345,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of the Society of Leather Technologies and Chemists,0144-0322,,112051,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Thermal Spray Technology,1059-9630,1544-1016,101606,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Thermoplastic Composite Materials,0892-7057,1530-7980,111488,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Journal of Wuhan University of Technology-Mater. Sci. Ed.,1000-2413,1993-0437,110743,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Keikinzoku Yosetsu/Journal of Light Metal Welding and Construction,0368-5306,,109347,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Keikinzoku/Journal of Japan Institute of Light Metals,0451-5994,,119404,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Keramische Zeitschrift,0023-0561,,113347,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Key engineering materials,1013-9826,,107334,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Korrozios Figyelo,0133-2546,,126096,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Kovove Materialy,0023-432X,,112246,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Kuei Suan Jen Hsueh Pao/ Journal of the Chinese Ceramic Society,0454-5648,,110127,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Light Metal Age,0024-3345,,123522,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,M and M - Metalurgia and Materiais,0104-0898,,113536,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materialpruefung/Materials Testing,0025-5300,,110696,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials & design,0264-1275,,113992,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials & Manufacturing Processes,1042-6914,1532-2475,100416,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials at High Temperatures,0960-3409,,109033,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials Characterization,1044-5803,,105095,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials Chemistry and Physics,0254-0584,,108567,
Applied Sciences,Enabling & Strategic Technologies,Materials,15,Materials Forum,0883-2900,,108343,
