"issn","journal_name","pub_name",is_hybrid,"category","url"
"1532-6551","Journal of Nuclear Cardiology","Springer",1,NULL,NULL
"1532-7558","International Journal of Behavioral Medicine","Springer",1,NULL,NULL
"1532-7612","Journal of Applied Mathematics and Decision Sciences","Hindawi Publishing Corporation",0,"Science","https://www.hindawi.com/journals/jamds"
"1533-242X","The Reading Matrix : An International Online Journal","Meena Singhal & John I. Liontas",0,"Language and Literature","http://www.readingmatrix.com/"
"1533-3159","Pain Physician","Self Owned - Non-Profit Society",0,"","http://www.painphysicianjournal.com/2015ag.pdf"
"1533-4880","Journal of Nanoscience and Nanotechnology","American Scientific Publishers",0,NULL,""
"1533-4899","Journal of Nanoscience and Nanotechnology","American Scientific Publishers",0,NULL,""
"1533-7790","Demography","Springer",1,NULL,NULL
"1533-7928","Journal of Machine Learning Research","Microtome Publishing",0,NULL,NULL
"1534-3081","Current Pain and Headache Reports","Springer",1,NULL,NULL
"1534-309X","Current Treatment Options in Gastroenterology","Springer",1,NULL,NULL
"1534-3111","Current Hypertension Reports","Springer",1,NULL,NULL
"1534-312X","Current Gastroenterology Reports","Springer",1,NULL,NULL
"1534-3138","Current Treatment Options in Neurology","Springer",1,NULL,NULL
"1534-3146","Current Infectious Disease Reports","Springer",0,"nan",""
"1534-3170","Current Cardiology Reports","Springer",0,"nan",""
"1534-3189","Current Treatment Options in Cardiovascular Medicine","Springer",1,NULL,NULL
"1534-4681","Annals of Surgical Oncology","Springer",1,NULL,NULL
"1534-6242","Current Atherosclerosis Reports","Springer",1,NULL,NULL
"1534-6250","Current Treatment Options in Infectious Diseases","Springer",1,NULL,NULL
"1534-6269","Current Oncology Reports","Springer",1,NULL,NULL
"1534-6277","Current Treatment Options in Oncology","Springer",1,NULL,NULL
"1534-6285","Current Urology Reports","Springer",0,"nan",""
"1534-6293","Current Neurology and Neuroscience Reports","Springer",1,NULL,NULL
"1534-6307","Current Rheumatology Reports","Springer",1,NULL,NULL
"1534-6315","Current Allergy and Asthma Reports","Springer",1,NULL,NULL
"1534-665X","Review of Business Information Systems","The Clute Institute",0,NULL,""
"1534-7354","Integrative Cancer Therapies","",0,NULL,""
"1534-7362","Journal of Vision","Association for Research in Vision and Ophthalmology",0,"Medicine",""
"1535-0754","International Business & Economics Research Journal","The Clute Institute",0,NULL,""
"1535-1645","Current Psychiatry Reports","Springer",1,NULL,NULL
"1535-7414","Alcohol Research & Health","National Institute of Health",0,"PSYCHIATRY",""
"1535-7511","Epilepsy Currents","American Epilepsy Society",0,NULL,NULL
"1536-0121","Molecular Imaging","SAGE Publishing",0,"Science",""
"1536-2442","Journal of Insect Science","Oxford University Press",0,"Science",""
"1536-5050","Journal of the Medical Library Association","",0,NULL,""
"1536-5964","Medicine","Wolters Kluwer",0,"Medicine","http://journals.lww.com/md-journal"
"1536-7509","Cbe-Life Sciences Education","Amer Soc Cell Biology",0,NULL,NULL
"1536-9323","Journal of the Association for Information Systems","Association for Information Systems",0,"","http://aisel.aisnet.org/acceptance_policy.html"
"1537-1506","Chinese Business Review","David Publishing",0,NULL,""
"1537-1514","China-Usa Business Review","David Publishing",0,NULL,""
"1537-2693","Journal of Agricultural, Biological, and Environmental Statistics","Springer",1,NULL,NULL
"1537-744X","The Scientific World Journal","Hindawi Publishing Corporation",0,"Science","https://www.hindawi.com/journals/tswj/"
"1538-2273","Biotechnology and Molecular Biology Reviews","Academic Journals",0,NULL,""
"1538-2443","Journal of Neurovirology","Springer",1,NULL,NULL
"1538-4721","Brachytherapy","Elsevier",0,"ONCOLOGY",""
"1538-6279","Centro Journal","Hunter College-Cuny, Center Puerto Rican Studies",0,NULL,NULL
"1539-0829","Current Diabetes Reports","Springer",1,NULL,NULL
"1539-3399","Online Journal of Rural Nursing and Health Care","Rural Nurse Organization and Bighamton University",0,"Medicine","http://rnojournal.binghamton.edu/index.php/RNO"
"1539-3585","Journal of Information Technology Education : Research","Informing Science Institute",0,"Education","http://www.informingscience.us/icarus/journals/jiteresearch"
"1539-8072","Sino-Us English Teaching","David Publishing",0,NULL,""
"1539-8080","US-China Foreign Language","David Publishing",0,NULL,""
"1540-580X","The Internet Journal of Allied Health Sciences & Practice","Nova Southeastern University",0,"Medicine","http://nsuworks.nova.edu/ijahsp/"
"1540-5826","Learning Health Systems","Wiley",0,NULL,NULL
"1540-8167","Journal of Cellular and Molecular Medicine","Wiley",0,NULL,NULL
"1541-4914","The Journal of Interactive Online Learning","National Center for Online Learning Research",0,"Education","http://www.ncolr.org"
"1541-5015","Interdisciplinary Journal of Problem-Based Learning","Purdue University Press",0,"Education","http://docs.lib.purdue.edu/ijpbl/ "
"1542-3034","International Journal of Rotating Machinery","Hindawi Publishing Corporation",0,"Technology","https://www.hindawi.com/journals/ijrm/"
"1542-4308","Oral Tradition","Center for Studies in Oral Tradition",0,"Geography. Anthropology. Recreation","http://journal.oraltradition.org"
"1542-4448","Journal of Business & Economics Research","The Clute Institute",0,NULL,""
"1542-4863","Ca-a Cancer Journal for Clinicians","American Cancer Society",0,NULL,NULL
"1542-6300","Sociation Today","North Carolina Sociological Association",0,"Social Sciences","http://www.ncsociology.org/sociationtoday"
"1542-6416","Clinical Proteomics","",0,NULL,""
"1543-0154","Journal of Cancer Education","Springer",1,NULL,NULL
"1543-1851","Jom","Springer",1,NULL,NULL
"1543-186X","Journal of Electronic Materials","Springer",1,NULL,NULL
"1543-1916","Metallurgical and Materials Transactions B","Springer",1,NULL,NULL
"1543-1940","Metallurgical and Materials Transactions A","Springer",1,NULL,NULL
"1543-4508","Learning & Behavior","Springer",1,NULL,NULL
"1543-706X","In Vitro Cellular & Developmental Biology - Animal","Springer",1,NULL,NULL
"1544-0389","Journal of College Teaching & Learning","The Clute Institute",0,NULL,""
"1544-1016","Journal of Thermal Spray Technology","Springer",1,NULL,NULL
"1544-1024","Journal of Materials Engineering and Performance","Springer",1,NULL,NULL
"1544-1458","Academy of Strategic Management Journal","Allied Academies",0,NULL,""
"1544-1717","Annals of Family Medicine","Annals Family Medicine",0,NULL,NULL
"1544-2241","Current Osteoporosis Reports","Springer",0,"nan",""
"1544-7502","Himalayan Linguistics","University of California",0,"Language and Literature","http://escholarship.org/uc/himalayanlinguistics"
"1544-7537","Information Technologies and International Development","University of Southern California",0,"Technology","http://itidjournal.org/itid"
"1545-7230","Academic Psychiatry","Springer",1,NULL,NULL
"1545-7249","The Journal of Pathology: Clinical Research","Wiley",0,NULL,NULL
"1545-7885","Plos Biology","Public Library of Science (PLoS)",0,"Science",""
"1545-8725","Californian Journal of Health Promotion","Californian Journal of Health Promotion",0,"Medicine","http://www.cjhp.org"
"1546-0096","Pediatric Rheumatology","BioMed Central Ltd",0,"",""
"1546-1955","Journal of Computational and Theoretical Nanoscience","American Scientific Publishers",0,NULL,""
"1546-1963","Journal of Computational and Theoretical Nanoscience","American Scientific Publishers",0,NULL,""
"1546-1971","Sensor Letters","American Scientific Publishers",0,NULL,""
"1546-198X","Sensor Letters","American Scientific Publishers",0,NULL,""
"1546-5748","International Journal of Management & Information Systems","The Clute Institute",0,NULL,""
"1546-900X","Journal of Holography  and Speckle","American Scientific Publishers",0,NULL,""
"1546-9018","Journal of Holography  and Speckle","American Scientific Publishers",0,NULL,""
"1546-9549","Current Heart Failure Reports","Springer",1,NULL,NULL
"1547-1562","International Journal of Humanities and Cultural Studies","nan",0,NULL,""
"1547-500X","Journal of Educators Online","Journal of Educators Online",0,"Education","https://www.thejeo.com/"
"1547-5867","Issues in Informing Science and Information Technology","Informing Science Institute",0,"Technology","http://iisit.org/"
"1548-1360","Cultural Anthropology","American Anthropological Association",0,"Geography. Anthropology. Recreation","http://culanth.org"
"1548-3576","Current HIV/AIDS Reports","Springer",0,"nan",""
"1548-3592","Current Sexual Health Reports","Springer",1,NULL,NULL
"1548-6583","Journal of Modern Accounting and Auditing","David Publishing",0,NULL,""
"1548-6591","Journal of US-China Public Administration","David Publishing",0,NULL,""
"1548-6605","US-China Law Review","David Publishing",0,NULL,""
"1548-6648","Journal of US-China Medical Science","David Publishing",0,NULL,""
"1548-7660","Journal of Statistical Software","Foundation for Open Access Statistics",0,"Social Sciences",""
"1548-7733","Sustainability : Science, Practice and Policy","CSA, NBII ",0,"Technology","http://sspp.proquest.com"
"1549-1676","Plos Medicine","Public Library of Science (PLoS)",0,"Medicine",""
"1549-4497","Aestimatio : Critical Reviews in the History of Science","Institute for Research in Classical Philosophy and Science",0,"History (General) and history of Europe","http://www.ircps.org/aestimatio"
"1550-1477","International Journal of Distributed Sensor Networks","SAGE Publishing",0,"Science",""
"1550-1558","Future of Children","Self Owned - Non-Profit Society",0,NULL,NULL
"1550-2783","Journal of the International Society of Sports Nutrition","Biomed Central",0,"",""
"1550-7033","Journal of Biomedical Nanotechnology","American Scientific Publishers",0,NULL,""
"1550-7041","Journal of Biomedical Nanotechnology","American Scientific Publishers",0,NULL,""
"1550-7416","The AAPS Journal","Springer",0,"PHARMACOLOGY",""
"1550-7521","Global Media Journal","nan",0,NULL,""
"1551-2916","Journal of the American Heart Association","Wiley",0,NULL,NULL
"1551-7012","Arkivoc","Self Owned - Non-Profit Society",0,NULL,NULL
"1552-695X","Integrative Cancer Therapies","SAGE Publishing",0,"Medicine","http://ict.sagepub.com/"
"1552-7824","Journal of the Academy of Marketing Science","Springer",1,NULL,NULL
"1553-0892","The Review of Regional Studies","Southern Regional Science Association",0,"Social Sciences","http://journal.srsa.org/ojs/index.php/RRS/index"
"1553-3069","Integral Review","ARINA, Inc.",0,"Social Sciences","http://integral-review.org/"
"1553-6467","American Journal of Pharmaceutical Education","American Association of Colleges of Pharmacy",0,NULL,NULL
"1553-6610","Sexuality Research and Social Policy","Springer",1,NULL,NULL
"1553-734X","PLoS Computational Biology","",0,NULL,""
"1553-7358","PLoS Computational Biology","Public Library of Science (PLoS)",0,"Science","http://journals.plos.org/ploscompbiol/"
"1553-7366","PLoS Pathogens","",0,NULL,""
"1553-7374","PLoS Pathogens","Public Library of Science (PLoS)",0,"Medicine","http://journals.plos.org/plospathogens/"
"1553-7404","PLoS Genetics","Public Library of Science (PLoS)",0,"Science",""
"1554-3528","Behavior Research Methods","Springer",1,NULL,NULL
"1554-3641","American Journal of Applied Sciences","Science Publications",0,"General Works","http://thescipub.com/ajas.toc"
"1554-5210","International Journal of Progressive Education","International Association of Educators",0,"Education","http://www.inased.org/ijpe.htm"
"1554-6179","Clinical Medicine & Research","Marshfield Clinic",0,"Medicine","http://www.clinmedres.org/"
"1554-8120","Medicinal Chemistry Research","Springer",1,NULL,NULL
"1554-8244","Across the Disciplines","WAC Clearinghouse",0,"Education","http://wac.colostate.edu/atd/"
"1554-9178","Physical Review Special Topics. Physics Education Research","American Physical Society",0,"Education","http://prst-per.aps.org/"
"1555-130X","Journal of Nanoelectronics and Optoelectronics","American Scientific Publishers",0,NULL,""
"1555-1318","Journal of Nanoelectronics and Optoelectronics","American Scientific Publishers",0,NULL,""
"1555-1369","Lean Construction Journal","Lean Construction Institute",0,"Technology","http://www.leanconstructionjournal.org/"
"1555-175X","Core Evidence","Dove Medical Press",0,"Medicine","http://www.dovepress.com/core-evidence-journal "
"1555-1938","International Entrepreneurship and Management Journal","Springer",1,NULL,NULL
"1555-3353","Journal of Business Case Studies","The Clute Institute",0,NULL,""
"1555-4317","Contrast Media & Molecular Imaging","Hindawi",0,NULL,NULL
"1555-5062","International Journal of Education Policy and Leadership","Simon Fraser University; George Mason University",0,"Education","http://journals.sfu.ca/ijepl/index.php/ijepl"
"1555-5550","Biological Theory","Springer",1,NULL,NULL
"1555-5615","Progress in Physics","HEXIS (Arizona)",0,"Science","http://www.ptep-online.com/"
"1555-7561","Theoretical Economics","Econometric Society",0,"","https://econtheory.org/submit.php"
"1555-7596","Divergencias","University of Arizona",0,"Language and Literature","http://divergencias.arizona.edu/"
"1555-9033","International Journal for Service Learning in Engineering","Queen's University",0,"Technology","http://library.queensu.ca/ojs/index.php/ijsle/index"
"1555-9998","Rhizomes: Cultural Studies in Emerging Knowledge","Bowling Green State University",0,"Philosophy. Psychology. Religion","http://www.rhizomes.net/"
"1556-0961","Neurocritical Care","Springer",1,NULL,NULL
"1556-1550","Grounded Theory Review: An International Journal","Sociology Press",0,"Social Sciences","http://groundedtheoryreview.com/"
"1556-1615","International Journal of Computer-Supported Collaborative Learning","Springer",1,NULL,NULL
"1556-1631","Metacognition and Learning","Springer",1,NULL,NULL
"1556-276X","Nanoscale Research Letters","Springer",0,"Technology",""
"1556-2891","Forensic Science, Medicine, and Pathology","Springer",1,NULL,NULL
"1556-3308","The Journal of Behavioral Health Services & Research","Springer",1,NULL,NULL
"1556-3804","Current Colorectal Cancer Reports","Springer",1,NULL,NULL
"1556-6501","Educational Technology Research and Development","Springer",1,NULL,NULL
"1556-6560","Journal of Biobased  Materials  and Bioenergy","American Scientific Publishers",0,NULL,""
"1556-6579","Journal of Biobased  Materials  and Bioenergy","American Scientific Publishers",0,NULL,""
"1556-6676","Journal of Diabetes Investigation","Wiley",0,NULL,NULL
"1556-6978","Cpt: Pharmacometrics & Systems Pharmacology ","Wiley",0,NULL,NULL
"1556-7524","Nineteenth-Century Gender Studies","Nineteenth-Century Gender Studies",0,"Language and Literature","http://www.ncgsjournal.com/"
"1556-8873","International Journal of Doctoral Studies","Informing Science Institute",0,"Technology","http://ijds.org/"
"1557-0703","Occupational Therapy International","Hindawi",0,NULL,NULL
"1557-1866","Food Biophysics","Springer",1,NULL,NULL
"1557-1882","International Journal of Mental Health and Addiction","Springer",1,NULL,NULL
"1557-1904","Journal of Neuroimmune Pharmacology","Springer",1,NULL,NULL
"1557-1920","Journal of Immigrant and Minority Health","Springer",1,NULL,NULL
"1557-1947","Journal of Superconductivity and Novel Magnetism","Springer",1,NULL,NULL
"1557-1963","Plasmonics","Springer",1,NULL,NULL
"1557-2072","Sensing and Imaging","Springer",1,NULL,NULL
"1557-2293","Journal of Maritime Archaeology","Springer",1,NULL,NULL
"1557-2501","Journal of Invasive Cardiology","Self Owned - Unknown Profit Status",0,NULL,NULL
"1557-4563","American Journal of Animal and Veterinary Sciences","Science publications",0,"Agriculture","http://thescipub.com/ajavs.toc"
"1557-4997","American Journal of Agricultural and Biological Science","Science publications",0,"Agriculture","http://thescipub.com/ajabs.toc"
"1557-7112","Social Medicine","Social Medicine Publication Group",0,"Medicine","http://www.socialmedicine.info"
"1557-7910","Journal of  Bionanoscience","American Scientific Publishers",0,NULL,""
"1557-7929","Journal of  Bionanoscience","American Scientific Publishers",0,NULL,""
"1558-0121","Journal of Diversity Management","The Clute Institute",0,NULL,""
"1558-6804","Stem Cell Reviews and Reports","Springer",1,NULL,NULL
"1558-7118","Journal of the American Board of Family Medicine","Amer Board Family Medicine",0,NULL,NULL
"1558-7223","Journal of Digital Forensics, Security and Law","Association of Digital Forensics, Security and Law",0,"Law","http://www.jdfsl.org"
"1558-822X","Current Hematologic Malignancy Reports","Springer",1,NULL,NULL
"1558-8238","Journal of Clinical Investigation","American Society for Clinical Investigation",0,NULL,NULL
"1558-9250","Journal of Engineered Fibers and Fabrics","Self Owned - Non-Profit Society",0,"",""
